state,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,UP,RIGHT,DOWN,LEFT,WAIT,BOMB,best_action,best_q_value
"('ESCAPE', 'RIGHT', 11, 'ATTACK', 'UNNECESSARY', 'RIGHT')",ESCAPE,RIGHT,11,ATTACK,UNNECESSARY,RIGHT,0.0,0.711344,0.0,-0.00089809875,0.0,0.0,RIGHT,0.711344
"('NONE', 'NONE', 12, 'USELESS', 'UNNECESSARY', 'RIGHT')",NONE,NONE,12,USELESS,UNNECESSARY,RIGHT,-0.101,0.0,0.6346637,-0.028714366,-0.09309397,0.0,DOWN,0.6346637
"('NONE', 'NONE', 12, 'USELESS', 'UNNECESSARY', 'WAIT')",NONE,NONE,12,USELESS,UNNECESSARY,WAIT,-0.101353236,-0.091618806,0.09063043,0.0,-0.051,-0.026843688,DOWN,0.09063043
"('COIN', 'RIGHT', 11, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",COIN,RIGHT,11,UNAVAILABLE,UNNECESSARY,LEFT,0.0,0.0,0.0,0.84542876,0.0,0.0,LEFT,0.84542876
"('COIN', 'RIGHT', 15, 'ATTACK', 'UNNECESSARY', 'LEFT')",COIN,RIGHT,15,ATTACK,UNNECESSARY,LEFT,0.0,0.0,0.14762448,0.9015981,0.0,0.0,LEFT,0.9015981
"('NONE', 'NONE', 2, 'UNSAFE', 'UNNECESSARY', 'LEFT')",NONE,NONE,2,UNSAFE,UNNECESSARY,LEFT,-0.82935464,-0.5556519,-0.66460454,-0.9519,-0.73687553,-0.72429216,RIGHT,-0.5556519
"('NONE', 'NONE', 0, 'UNSAFE', 'NECESSARY', 'UP')",NONE,NONE,0,UNSAFE,NECESSARY,UP,0.15607959,-0.40373465,-0.14609,-0.26648435,-0.13521674,-1.0000403,UP,0.15607959
"('COIN', 'DOWN', 1, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",COIN,DOWN,1,GOOD_LOW,UNNECESSARY,DOWN,-0.031157432,-0.06835633,-0.501,-0.101,-0.051,0.11760852,BOMB,0.11760852
"('ESCAPE', 'RIGHT', 10, 'USELESS', 'UNSAFE', 'LEFT')",ESCAPE,RIGHT,10,USELESS,UNSAFE,LEFT,0.0,-0.001,-0.18309028,0.53737193,-0.501,0.0,LEFT,0.53737193
"('BOMBING', 'LEFT', 0, 'UNSAFE', 'NECESSARY', 'RIGHT')",BOMBING,LEFT,0,UNSAFE,NECESSARY,RIGHT,-0.4019484,-0.53432137,-0.25960422,-0.501,-0.2596099,-0.8740959,DOWN,-0.25960422
"('ESCAPE', 'DOWN', 14, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",ESCAPE,DOWN,14,GOOD_HIGH,UNNECESSARY,UP,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('ESCAPE', 'DOWN', 12, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",ESCAPE,DOWN,12,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.0,0.0,-0.001,0.0,0.0,UP,0.0
"('COIN', 'LEFT', 8, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",COIN,LEFT,8,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.0,-0.101,0.0,0.0,0.45447552,BOMB,0.45447552
"('COIN', 'LEFT', 8, 'USELESS', 'UNNECESSARY', 'DOWN')",COIN,LEFT,8,USELESS,UNNECESSARY,DOWN,-0.09235294,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('ESCAPE', 'UP', 11, 'USELESS', 'UNSAFE', 'RIGHT')",ESCAPE,UP,11,USELESS,UNSAFE,RIGHT,-0.001,0.0,0.0,0.46205384,0.0,-0.651,LEFT,0.46205384
"('NONE', 'NONE', 9, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",NONE,NONE,9,UNAVAILABLE,UNNECESSARY,RIGHT,0.58804476,0.0,0.0,-0.019069657,-0.051,0.0,UP,0.58804476
"('BOMBING', 'LEFT', 13, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",BOMBING,LEFT,13,UNAVAILABLE,UNNECESSARY,BOMB,0.0,-0.06666739,0.0,0.0,-0.044005595,0.0,UP,0.0
"('BOMBING', 'UP', 7, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",BOMBING,UP,7,UNAVAILABLE,UNNECESSARY,RIGHT,0.0,0.0,0.99443793,-1.201,-0.051,-0.101,DOWN,0.99443793
"('BOMBING', 'UP', 15, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",BOMBING,UP,15,UNAVAILABLE,UNNECESSARY,BOMB,0.0,0.13165952,0.0,0.0,-0.046487074,0.0,RIGHT,0.13165952
"('NONE', 'NONE', 7, 'ATTACK', 'UNNECESSARY', 'DOWN')",NONE,NONE,7,ATTACK,UNNECESSARY,DOWN,-0.029145475,0.64648306,-0.004138568,-0.07994302,-0.095696375,0.12844132,RIGHT,0.64648306
"('NONE', 'NONE', 5, 'ATTACK', 'UNNECESSARY', 'LEFT')",NONE,NONE,5,ATTACK,UNNECESSARY,LEFT,0.30353278,-0.013261961,-0.004196757,0.0,-0.051,0.0,UP,0.30353278
"('NONE', 'NONE', 5, 'ATTACK', 'UNNECESSARY', 'UP')",NONE,NONE,5,ATTACK,UNNECESSARY,UP,0.0,-0.101,0.0,0.0,0.0,1.2488681,BOMB,1.2488681
"('NONE', 'NONE', 11, 'ATTACK', 'UNNECESSARY', 'LEFT')",NONE,NONE,11,ATTACK,UNNECESSARY,LEFT,0.036865704,0.025684305,-0.0710594,0.040642824,-0.007192089,1.2226048,BOMB,1.2226048
"('NONE', 'NONE', 2, 'USELESS', 'UNNECESSARY', 'RIGHT')",NONE,NONE,2,USELESS,UNNECESSARY,RIGHT,-0.101,0.55445147,-0.17312914,-0.501,-0.051261142,-0.59175974,RIGHT,0.55445147
"('NONE', 'NONE', 4, 'USELESS', 'UNNECESSARY', 'UP')",NONE,NONE,4,USELESS,UNNECESSARY,UP,-0.501,-0.099613816,0.2607631,-0.10109,-0.06601585,-0.021383656,DOWN,0.2607631
"('BOMBING', 'RIGHT', 14, 'ATTACK', 'UNNECESSARY', 'UP')",BOMBING,RIGHT,14,ATTACK,UNNECESSARY,UP,0.0,0.1019796,0.4940356,-0.011,0.0,0.0,DOWN,0.4940356
"('BOMBING', 'RIGHT', 2, 'USELESS', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,2,USELESS,UNNECESSARY,LEFT,-0.047359075,0.075737834,-0.101,-0.501,-0.024657104,-0.04714665,RIGHT,0.075737834
"('BOMBING', 'RIGHT', 2, 'USELESS', 'UNNECESSARY', 'RIGHT')",BOMBING,RIGHT,2,USELESS,UNNECESSARY,RIGHT,-0.14389917,0.926152,-0.101,-0.9519,-0.12648845,-0.12926762,RIGHT,0.926152
"('BOMBING', 'UP', 13, 'ATTACK', 'UNNECESSARY', 'UP')",BOMBING,UP,13,ATTACK,UNNECESSARY,UP,0.0,0.0,0.0,0.69759184,-0.051,0.0711255,LEFT,0.69759184
"('ESCAPE', 'RIGHT', 10, 'ATTACK', 'UNSAFE', 'WAIT')",ESCAPE,RIGHT,10,ATTACK,UNSAFE,WAIT,0.0,0.0,0.0,-0.001,-0.501,-0.501,UP,0.0
"('NONE', 'NONE', 4, 'USELESS', 'UNNECESSARY', 'DOWN')",NONE,NONE,4,USELESS,UNNECESSARY,DOWN,0.0,0.0,0.4778555,-0.1929,-0.051,-0.0066925953,DOWN,0.4778555
"('BOMBING', 'HERE', 7, 'ATTACK', 'UNNECESSARY', 'DOWN')",BOMBING,HERE,7,ATTACK,UNNECESSARY,DOWN,0.0,0.0,0.8241434,0.0,0.0,0.0,DOWN,0.8241434
"('NONE', 'NONE', 0, 'UNSAFE', 'NECESSARY', 'RIGHT')",NONE,NONE,0,UNSAFE,NECESSARY,RIGHT,-1.0428214,-0.92461544,-0.8908931,-1.1123047,-0.9314239,-1.434262,DOWN,-0.8908931
"('NONE', 'NONE', 2, 'USELESS', 'UNNECESSARY', 'LEFT')",NONE,NONE,2,USELESS,UNNECESSARY,LEFT,-0.09989508,0.16545048,-0.101,-0.501,-0.04447152,-0.024788473,RIGHT,0.16545048
"('BOMBING', 'DOWN', 7, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",BOMBING,DOWN,7,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0,0.17075185,BOMB,0.17075185
"('ESCAPE', 'UP', 7, 'GOOD_LOW', 'UNNECESSARY', 'UP')",ESCAPE,UP,7,GOOD_LOW,UNNECESSARY,UP,0.11508035,0.0,0.0,0.0,0.0,0.0,UP,0.11508035
"('BOMBING', 'DOWN', 7, 'ATTACK', 'UNNECESSARY', 'UP')",BOMBING,DOWN,7,ATTACK,UNNECESSARY,UP,0.0,0.0,0.0,0.0,0.0,0.9832363,BOMB,0.9832363
"('BOMBING', 'HERE', 12, 'GOOD_LOW', 'UNNECESSARY', 'UP')",BOMBING,HERE,12,GOOD_LOW,UNNECESSARY,UP,0.0,-0.101,-0.0026259404,0.48640674,0.0,0.0,LEFT,0.48640674
"('BOMBING', 'HERE', 12, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",BOMBING,HERE,12,GOOD_LOW,UNNECESSARY,RIGHT,-0.08766863,-0.101,0.0,-0.0240819,-0.051,0.6742803,BOMB,0.6742803
"('NONE', 'NONE', 9, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",NONE,NONE,9,UNAVAILABLE,UNNECESSARY,UP,0.4467029,-0.04706229,-1.201,0.0,-0.09555866,0.0,UP,0.4467029
"('NONE', 'NONE', 13, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",NONE,NONE,13,UNAVAILABLE,UNNECESSARY,WAIT,0.09476424,0.0,0.0,0.0,0.0,0.0,UP,0.09476424
"('NONE', 'NONE', 12, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",NONE,NONE,12,UNAVAILABLE,UNNECESSARY,BOMB,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('NONE', 'NONE', 12, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",NONE,NONE,12,UNAVAILABLE,UNNECESSARY,WAIT,0.0,0.0,0.0,-0.0036778508,0.0,0.0,UP,0.0
"('NONE', 'NONE', 11, 'ATTACK', 'UNNECESSARY', 'DOWN')",NONE,NONE,11,ATTACK,UNNECESSARY,DOWN,0.010314463,0.096500315,0.0,0.0,-0.030297825,1.1276233,BOMB,1.1276233
"('NONE', 'NONE', 3, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",NONE,NONE,3,UNAVAILABLE,UNNECESSARY,LEFT,0.39018038,0.06143239,-0.101,0.0,-0.013692502,-0.101,UP,0.39018038
"('NONE', 'NONE', 3, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",NONE,NONE,3,UNAVAILABLE,UNNECESSARY,WAIT,0.06703611,0.0,0.0,0.0,0.0,-0.101,UP,0.06703611
"('NONE', 'NONE', 11, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",NONE,NONE,11,UNAVAILABLE,UNNECESSARY,RIGHT,0.6535906,0.0,0.0,0.0,-0.051,-0.101,UP,0.6535906
"('NONE', 'NONE', 15, 'ATTACK', 'UNNECESSARY', 'BOMB')",NONE,NONE,15,ATTACK,UNNECESSARY,BOMB,0.0,0.0,0.0,0.0,0.0,0.123867504,BOMB,0.123867504
"('NONE', 'NONE', 3, 'ATTACK', 'UNNECESSARY', 'LEFT')",NONE,NONE,3,ATTACK,UNNECESSARY,LEFT,-0.0037978038,0.0,0.0,0.0,0.0,1.0987985,BOMB,1.0987985
"('NONE', 'NONE', 7, 'ATTACK', 'UNNECESSARY', 'UP')",NONE,NONE,7,ATTACK,UNNECESSARY,UP,0.0,0.0,0.0,0.0,0.0,1.1811529,BOMB,1.1811529
"('NONE', 'NONE', 9, 'USELESS', 'UNNECESSARY', 'RIGHT')",NONE,NONE,9,USELESS,UNNECESSARY,RIGHT,0.3571667,-0.41625032,-0.34800574,0.11399636,-0.28570288,-0.314348,UP,0.3571667
"('NONE', 'NONE', 13, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",NONE,NONE,13,UNAVAILABLE,UNNECESSARY,UP,0.0,0.0,-0.019879978,0.43170035,-0.09271136,0.0,LEFT,0.43170035
"('COIN', 'LEFT', 12, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",COIN,LEFT,12,UNAVAILABLE,UNNECESSARY,BOMB,0.0,0.0,0.0,0.10359906,0.0,0.0,LEFT,0.10359906
"('COIN', 'RIGHT', 8, 'USELESS', 'UNNECESSARY', 'RIGHT')",COIN,RIGHT,8,USELESS,UNNECESSARY,RIGHT,-0.101,-0.501,-0.101,0.5126944,-0.051,-0.059742592,LEFT,0.5126944
"('COIN', 'RIGHT', 11, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",COIN,RIGHT,11,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.0,-0.09166406,0.0,0.0,0.282587,BOMB,0.282587
"('BOMBING', 'RIGHT', 13, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,13,UNAVAILABLE,UNNECESSARY,LEFT,0.0,-1.201,0.96920764,0.0,-0.04751725,0.0,DOWN,0.96920764
"('ESCAPE', 'RIGHT', 14, 'ATTACK', 'UNSAFE', 'UP')",ESCAPE,RIGHT,14,ATTACK,UNSAFE,UP,0.0,0.0,-0.001,0.29543006,0.0,-0.501,LEFT,0.29543006
"('BOMBING', 'RIGHT', 3, 'ATTACK', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,3,ATTACK,UNNECESSARY,LEFT,-0.011,0.0,0.0,0.0,-0.024024192,0.2724486,BOMB,0.2724486
"('BOMBING', 'DOWN', 4, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",BOMBING,DOWN,4,GOOD_LOW,UNNECESSARY,DOWN,-0.501,0.0,0.0,-0.0637947,-0.051,0.23403057,BOMB,0.23403057
"('BOMBING', 'UP', 4, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",BOMBING,UP,4,GOOD_LOW,UNNECESSARY,WAIT,0.0,0.0,0.0,-0.101,0.0,0.0,UP,0.0
"('BOMBING', 'UP', 0, 'UNSAFE', 'NECESSARY', 'LEFT')",BOMBING,UP,0,UNSAFE,NECESSARY,LEFT,0.0,0.0,0.0,-0.096957766,0.0,0.0,UP,0.0
"('ESCAPE', 'LEFT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",ESCAPE,LEFT,10,UNAVAILABLE,UNNECESSARY,LEFT,0.0,0.0,0.0,-0.31252837,-0.051,0.119655065,BOMB,0.119655065
"('ESCAPE', 'RIGHT', 6, 'UNAVAILABLE', 'UNSAFE', 'RIGHT')",ESCAPE,RIGHT,6,UNAVAILABLE,UNSAFE,RIGHT,0.0,0.0,2.3818612,-2.1919,0.0,0.0,DOWN,2.3818612
"('BOMBING', 'DOWN', 13, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",BOMBING,DOWN,13,GOOD_HIGH,UNNECESSARY,UP,0.0,0.0,0.42612505,0.0,0.0,0.0,DOWN,0.42612505
"('COIN', 'UP', 13, 'ATTACK', 'UNNECESSARY', 'UP')",COIN,UP,13,ATTACK,UNNECESSARY,UP,0.15014617,0.0,0.0029527023,0.69849205,0.0,0.0,LEFT,0.69849205
"('ESCAPE', 'UP', 5, 'USELESS', 'UNNECESSARY', 'UP')",ESCAPE,UP,5,USELESS,UNNECESSARY,UP,0.37516654,-0.1304839,-0.101,-0.19560769,-0.051,-0.0064429888,UP,0.37516654
"('ESCAPE', 'RIGHT', 15, 'ATTACK', 'UNNECESSARY', 'RIGHT')",ESCAPE,RIGHT,15,ATTACK,UNNECESSARY,RIGHT,0.0,0.0,0.42417234,0.0,-0.051,0.0,DOWN,0.42417234
"('BOMBING', 'DOWN', 12, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,DOWN,12,UNAVAILABLE,UNNECESSARY,DOWN,-1.201,-0.501,0.77887714,0.0,-0.051,0.0,DOWN,0.77887714
"('ESCAPE', 'UP', 13, 'UNAVAILABLE', 'UNSAFE', 'DOWN')",ESCAPE,UP,13,UNAVAILABLE,UNSAFE,DOWN,0.0,-0.501,0.0,0.2250465,0.0,0.0,LEFT,0.2250465
"('BOMBING', 'UP', 4, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",BOMBING,UP,4,GOOD_LOW,UNNECESSARY,RIGHT,0.0,0.0,0.0,-0.101,0.0,0.0,UP,0.0
"('BOMBING', 'UP', 4, 'USELESS', 'UNNECESSARY', 'LEFT')",BOMBING,UP,4,USELESS,UNNECESSARY,LEFT,0.0,0.0,0.017050177,0.0,0.0,0.0,DOWN,0.017050177
"('BOMBING', 'HERE', 7, 'ATTACK', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,7,ATTACK,UNNECESSARY,LEFT,0.0,0.0,0.7956964,0.0,-0.051,0.0,DOWN,0.7956964
"('NONE', 'NONE', 13, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",NONE,NONE,13,UNAVAILABLE,UNNECESSARY,BOMB,0.0,0.0,0.117039606,0.0,-0.051,0.0,DOWN,0.117039606
"('ESCAPE', 'UP', 9, 'USELESS', 'UNNECESSARY', 'RIGHT')",ESCAPE,UP,9,USELESS,UNNECESSARY,RIGHT,0.0,-0.092061624,0.0,0.17987037,0.0,-0.09257329,LEFT,0.17987037
"('ESCAPE', 'UP', 1, 'GOOD_HIGH', 'UNSAFE', 'DOWN')",ESCAPE,UP,1,GOOD_HIGH,UNSAFE,DOWN,0.10144532,-0.601,-0.601,-0.601,-0.501,-0.501,UP,0.10144532
"('BOMBING', 'LEFT', 13, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,LEFT,13,UNAVAILABLE,UNNECESSARY,LEFT,0.0,0.0,0.88195956,0.0,0.0,0.0,DOWN,0.88195956
"('COIN', 'UP', 11, 'ATTACK', 'UNNECESSARY', 'DOWN')",COIN,UP,11,ATTACK,UNNECESSARY,DOWN,0.93834114,0.0,0.0,0.0,0.0,0.0,UP,0.93834114
"('NONE', 'NONE', 5, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",NONE,NONE,5,UNAVAILABLE,UNNECESSARY,WAIT,0.08658059,-0.09339762,0.80593854,-0.18499057,-0.07279469,-0.1916287,DOWN,0.80593854
"('ESCAPE', 'RIGHT', 6, 'UNAVAILABLE', 'UNSAFE', 'DOWN')",ESCAPE,RIGHT,6,UNAVAILABLE,UNSAFE,DOWN,-0.501,3.0141878,0.0,-1.001,0.0,0.0,RIGHT,3.0141878
"('ESCAPE', 'UP', 13, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",ESCAPE,UP,13,GOOD_HIGH,UNNECESSARY,RIGHT,0.0,0.0,-0.001,0.0,-0.051,0.51121897,BOMB,0.51121897
"('BOMBING', 'UP', 4, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",BOMBING,UP,4,GOOD_LOW,UNNECESSARY,DOWN,0.0,0.0,0.2873371,0.0,0.0,0.0,DOWN,0.2873371
"('ESCAPE', 'DOWN', 5, 'GOOD_LOW', 'UNNECESSARY', 'UP')",ESCAPE,DOWN,5,GOOD_LOW,UNNECESSARY,UP,-0.001,-0.101,-0.001,-0.09768611,0.0,0.46680957,BOMB,0.46680957
"('ESCAPE', 'RIGHT', 2, 'UNSAFE', 'UNSAFE', 'UP')",ESCAPE,RIGHT,2,UNSAFE,UNSAFE,UP,0.0,0.0,0.0,0.0,0.0,-1.001,UP,0.0
"('COIN', 'UP', 10, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",COIN,UP,10,GOOD_HIGH,UNNECESSARY,LEFT,-0.501,0.0,-0.09569517,0.09792645,-0.051,0.0,LEFT,0.09792645
"('ESCAPE', 'RIGHT', 14, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",ESCAPE,RIGHT,14,UNAVAILABLE,UNNECESSARY,UP,0.0,0.0,0.0,0.8681974,-0.051,0.0,LEFT,0.8681974
"('COIN', 'DOWN', 5, 'UNSAFE', 'UNNECESSARY', 'DOWN')",COIN,DOWN,5,UNSAFE,UNNECESSARY,DOWN,0.0,-0.101,0.0,0.0,0.0,-0.40787396,UP,0.0
"('ESCAPE', 'DOWN', 4, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",ESCAPE,DOWN,4,GOOD_LOW,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.0,0.0,0.19911304,BOMB,0.19911304
"('BOMBING', 'HERE', 11, 'ATTACK', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,11,ATTACK,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,0.0,1.2972963,BOMB,1.2972963
"('ESCAPE', 'DOWN', 5, 'USELESS', 'UNNECESSARY', 'DOWN')",ESCAPE,DOWN,5,USELESS,UNNECESSARY,DOWN,0.0,0.0,0.15725346,-0.101,0.0,0.0,DOWN,0.15725346
"('NONE', 'NONE', 13, 'ATTACK', 'UNNECESSARY', 'DOWN')",NONE,NONE,13,ATTACK,UNNECESSARY,DOWN,0.23494932,-0.09670754,0.11971233,0.15924492,-0.06035872,1.379302,BOMB,1.379302
"('ESCAPE', 'UP', 5, 'USELESS', 'UNSAFE', 'RIGHT')",ESCAPE,UP,5,USELESS,UNSAFE,RIGHT,-0.007979829,0.0,0.29302415,0.0,-0.501,-0.5046534,DOWN,0.29302415
"('COIN', 'DOWN', 13, 'ATTACK', 'UNNECESSARY', 'UP')",COIN,DOWN,13,ATTACK,UNNECESSARY,UP,0.0,-0.101,0.7076522,0.0,0.0,0.0,DOWN,0.7076522
"('BOMBING', 'LEFT', 13, 'ATTACK', 'UNNECESSARY', 'RIGHT')",BOMBING,LEFT,13,ATTACK,UNNECESSARY,RIGHT,0.0,0.0,0.3487153,0.0,0.0,0.0,DOWN,0.3487153
"('BOMBING', 'LEFT', 13, 'ATTACK', 'UNNECESSARY', 'UP')",BOMBING,LEFT,13,ATTACK,UNNECESSARY,UP,0.0,0.0,0.0,0.0,-0.051,1.1946849,BOMB,1.1946849
"('BOMBING', 'LEFT', 13, 'ATTACK', 'UNNECESSARY', 'WAIT')",BOMBING,LEFT,13,ATTACK,UNNECESSARY,WAIT,-0.101,0.0,0.0,0.0,0.0,0.25042936,BOMB,0.25042936
"('BOMBING', 'LEFT', 12, 'ATTACK', 'UNNECESSARY', 'UP')",BOMBING,LEFT,12,ATTACK,UNNECESSARY,UP,0.0,0.0,0.0,0.7304823,0.0,0.0,LEFT,0.7304823
"('BOMBING', 'HERE', 14, 'ATTACK', 'UNNECESSARY', 'UP')",BOMBING,HERE,14,ATTACK,UNNECESSARY,UP,-0.015121241,-0.06590174,-0.08585271,0.6358013,0.0,0.0,LEFT,0.6358013
"('ESCAPE', 'LEFT', 8, 'USELESS', 'UNSAFE', 'DOWN')",ESCAPE,LEFT,8,USELESS,UNSAFE,DOWN,-0.501,-0.601,0.0,0.32631063,-0.501,-0.651,LEFT,0.32631063
"('COIN', 'UP', 4, 'USELESS', 'UNNECESSARY', 'RIGHT')",COIN,UP,4,USELESS,UNNECESSARY,RIGHT,-0.501,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('BOMBING', 'RIGHT', 4, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,4,UNAVAILABLE,UNNECESSARY,LEFT,0.0,-1.201,0.82411003,-0.101,-0.051,-0.09979174,DOWN,0.82411003
"('BOMBING', 'UP', 13, 'ATTACK', 'UNNECESSARY', 'LEFT')",BOMBING,UP,13,ATTACK,UNNECESSARY,LEFT,0.0,0.0,0.15122198,0.0,0.0,0.0,DOWN,0.15122198
"('BOMBING', 'UP', 1, 'USELESS', 'UNNECESSARY', 'DOWN')",BOMBING,UP,1,USELESS,UNNECESSARY,DOWN,0.72114563,0.0,0.0,-0.071387954,-0.041519437,0.0,UP,0.72114563
"('BOMBING', 'LEFT', 11, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",BOMBING,LEFT,11,GOOD_LOW,UNNECESSARY,LEFT,0.0969895,0.0,0.0,0.0,0.0,1.2194707,BOMB,1.2194707
"('ESCAPE', 'UP', 1, 'UNSAFE', 'UNSAFE', 'DOWN')",ESCAPE,UP,1,UNSAFE,UNSAFE,DOWN,0.08575203,-0.501,0.0,-0.601,0.0,0.0,UP,0.08575203
"('COIN', 'LEFT', 12, 'ATTACK', 'UNNECESSARY', 'UP')",COIN,LEFT,12,ATTACK,UNNECESSARY,UP,0.0,0.0,0.0,1.2705797,0.0,0.0,LEFT,1.2705797
"('NONE', 'NONE', 11, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",NONE,NONE,11,UNAVAILABLE,UNNECESSARY,WAIT,0.0,0.15178242,0.0,0.0,0.0,0.0,RIGHT,0.15178242
"('NONE', 'NONE', 9, 'USELESS', 'UNNECESSARY', 'DOWN')",NONE,NONE,9,USELESS,UNNECESSARY,DOWN,-0.02468144,-0.17533988,-0.25238597,0.37944832,-0.14484431,-0.1301948,LEFT,0.37944832
"('NONE', 'NONE', 9, 'ATTACK', 'UNNECESSARY', 'DOWN')",NONE,NONE,9,ATTACK,UNNECESSARY,DOWN,0.11723798,0.0,-0.1041519,0.1076843,-0.07905311,1.3098326,BOMB,1.3098326
"('NONE', 'NONE', 4, 'ATTACK', 'UNNECESSARY', 'LEFT')",NONE,NONE,4,ATTACK,UNNECESSARY,LEFT,0.0,0.0,0.12724103,0.0,0.0,0.0,DOWN,0.12724103
"('ESCAPE', 'UP', 15, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",ESCAPE,UP,15,UNAVAILABLE,UNNECESSARY,RIGHT,0.0,0.812091,0.0,0.0,0.0,0.0,RIGHT,0.812091
"('COIN', 'RIGHT', 3, 'ATTACK', 'UNNECESSARY', 'LEFT')",COIN,RIGHT,3,ATTACK,UNNECESSARY,LEFT,0.0,0.14850734,0.0,0.0,0.0,0.0,RIGHT,0.14850734
"('BOMBING', 'HERE', 13, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",BOMBING,HERE,13,GOOD_LOW,UNNECESSARY,DOWN,0.0,0.0,0.0,-0.0058394033,-0.051,1.2233586,BOMB,1.2233586
"('COIN', 'UP', 7, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",COIN,UP,7,GOOD_LOW,UNNECESSARY,DOWN,0.0,0.0,0.6176657,-0.101,0.0,0.0,DOWN,0.6176657
"('COIN', 'UP', 7, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",COIN,UP,7,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.6149655,0.0,-0.101,-0.051,0.0,RIGHT,0.6149655
"('COIN', 'UP', 7, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",COIN,UP,7,GOOD_LOW,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0,0.082372405,BOMB,0.082372405
"('BOMBING', 'UP', 13, 'GOOD_LOW', 'UNNECESSARY', 'UP')",BOMBING,UP,13,GOOD_LOW,UNNECESSARY,UP,1.050398,-0.090399235,-0.017592715,0.0,-0.04185906,0.0,UP,1.050398
"('BOMBING', 'UP', 13, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,UP,13,UNAVAILABLE,UNNECESSARY,LEFT,0.0,-1.201,0.1678527,0.938608,-0.09211053,0.042378984,LEFT,0.938608
"('BOMBING', 'UP', 6, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,UP,6,UNAVAILABLE,UNNECESSARY,DOWN,0.0,0.8947964,0.0,0.0,0.0,0.0,RIGHT,0.8947964
